iter	Logloss
616	0.5067568264
617	0.5067556841
618	0.5067542346
619	0.5067370278
620	0.5066992093
621	0.5066471843
622	0.5066471442
623	0.506637627
624	0.5066362158
625	0.5065624066
626	0.506546596
627	0.5065441485
628	0.5065409047
629	0.5065017782
630	0.5065017402
631	0.5064898109
632	0.5064875682
633	0.5064735501
634	0.5064710907
635	0.5064434977
636	0.5064426485
637	0.5064404476
638	0.5064397584
639	0.5064308279
640	0.5064298558
641	0.5064274681
642	0.5064170901
643	0.5064146687
644	0.5064146413
645	0.5064125984
646	0.5064093871
647	0.5063843553
648	0.5063806702
649	0.5063806492
650	0.5063759421
651	0.5063688587
652	0.5063672959
653	0.506324217
654	0.5063062143
655	0.5062842253
656	0.5062506807
657	0.5062499843
658	0.506163984
659	0.5061635168
660	0.5061505686
661	0.506144581
662	0.5061391633
663	0.5061154137
664	0.5061050093
665	0.5060981771
666	0.5060951437
667	0.5060922011
668	0.5060916247
669	0.5060915775
670	0.5060906112
671	0.5060902921
672	0.5060517338
673	0.5060514608
674	0.5060509983
675	0.5060481185
676	0.5060478664
677	0.5060345782
678	0.5060058513
679	0.5060058259
680	0.5060039129
681	0.5060021664
682	0.5060016797
683	0.5059985071
684	0.5059952618
685	0.5059952333
686	0.5059818401
687	0.5059791755
688	0.5059765187
689	0.5059764884
690	0.5059695214
691	0.5059608621
692	0.5059599829
693	0.5059453649
694	0.5059208604
695	0.5059141819
696	0.5059136068
697	0.5059087889
698	0.5059084776
699	0.5059036023
700	0.5058984852
701	0.5058982098
702	0.5058976741
703	0.5058895507
704	0.5058868499
705	0.505886807
706	0.5058859989
707	0.5058755123
708	0.505874413
709	0.50587297
710	0.5058669598
711	0.5058462819
712	0.5058449431
713	0.5058443177
714	0.5058437325
715	0.5058429115
716	0.5058410672
717	0.5058317661
718	0.5058301945
719	0.5058164478
720	0.5057941125
721	0.5057784735
722	0.505724964
723	0.5057242328
724	0.5057226917
725	0.5057166061
726	0.5057139384
727	0.5056764947
728	0.5056611635
729	0.5056574505
730	0.5056566996
731	0.5056511274
732	0.50564969
733	0.5055714351
734	0.5055588653
735	0.5055588251
736	0.5055572479
737	0.5055514289
738	0.5055432238
739	0.5055431815
740	0.5055396114
741	0.5055355824
742	0.5055340836
743	0.5055330848
744	0.5055276042
745	0.5055173653
746	0.5055108819
747	0.5055105493
748	0.5055103127
749	0.5055069471
750	0.5054819942
751	0.5054566422
752	0.5054560822
753	0.5054546801
754	0.5054517995
755	0.5054516181
756	0.5054481514
757	0.5053743077
758	0.5053735757
759	0.5053724626
760	0.505360646
761	0.5053606062
762	0.5053598891
763	0.5053598528
764	0.505359469
765	0.5053593421
766	0.5053558881
767	0.5053507018
768	0.5053482395
769	0.5053469043
770	0.5053468678
771	0.5053241151
772	0.5052897955
773	0.5052724385
774	0.505267968
775	0.5052616757
776	0.5052609964
777	0.5052608383
778	0.5052200218
779	0.5052048076
780	0.5051901066
781	0.5051870111
782	0.5051832443
783	0.5051789184
784	0.5051765357
785	0.5051566875
786	0.5051525935
787	0.5051493384
788	0.5051487059
789	0.5051463956
790	0.5051439455
791	0.5051427624
792	0.5051425463
793	0.5051155767
794	0.5051055783
795	0.5050756353
796	0.5050752163
797	0.5050736841
798	0.5050663054
799	0.5050584903
800	0.5050271659
801	0.5049617805
802	0.5049609676
803	0.5049603061
804	0.5049579536
805	0.504957715
806	0.504957535
807	0.5049561422
808	0.5049556808
809	0.5049549171
810	0.5049539771
811	0.5049507885
812	0.5049497606
813	0.5049411748
814	0.5049405384
815	0.5049340692
816	0.5049266253
817	0.5049264029
818	0.5049223469
819	0.5049200356
820	0.5049156879
821	0.5049155585
822	0.5049092377
823	0.5049091987
824	0.5049089948
825	0.5049080267
826	0.5049023512
827	0.5049012603
828	0.5049011219
829	0.5049010629
830	0.5048987231
831	0.5048977387
832	0.5048974345
833	0.5048961765
834	0.5048952296
835	0.5048945595
836	0.5048807448
837	0.5048794858
838	0.5048768365
839	0.5048757609
840	0.504850814
841	0.5048414941
842	0.5048262662
843	0.5048174191
844	0.504749602
845	0.5047495442
846	0.5047495098
847	0.5047480171
848	0.504730653
849	0.5047261847
850	0.5047244349
851	0.5047231928
852	0.5047219227
853	0.5047215004
854	0.5047190692
855	0.5046880732
856	0.504687446
857	0.5046629715
858	0.504662233
859	0.5046606205
860	0.5046529795
861	0.5046508445
862	0.5046504123
863	0.5046066362
864	0.5046059984
865	0.5046012698
866	0.5046008579
867	0.504600297
868	0.5045999719
869	0.5045989119
870	0.5045969081
871	0.5045507648
872	0.5045459721
873	0.5045271261
874	0.5045257637
875	0.5045253051
876	0.5045250832
877	0.5045161706
878	0.5045160023
879	0.5045147595
880	0.5045136886
881	0.5045018359
882	0.5045013307
883	0.5044140619
884	0.5044133531
885	0.5044133347
886	0.5044096102
887	0.5044095294
888	0.5044089544
889	0.5043988094
890	0.504390662
891	0.5043830735
892	0.5043824204
893	0.5043764201
894	0.5043753879
895	0.5043716931
896	0.5043701498
897	0.5043646628
898	0.504364627
899	0.504363779
900	0.5043531191
901	0.5043528462
902	0.5043519086
903	0.5043512661
904	0.5043506708
905	0.5043444658
906	0.5043407936
907	0.5043404753
908	0.5043384768
909	0.5043378896
910	0.5043235751
911	0.5043234132
912	0.5043152096
913	0.5043128828
914	0.5043104058
915	0.5043094056
916	0.5043050713
917	0.5043039646
918	0.5043018291
919	0.504300447
920	0.5042995756
921	0.5042989269
922	0.5042969752
923	0.5042942235
924	0.5042912712
925	0.5042905479
926	0.5042885359
927	0.5042884662
928	0.5042865798
929	0.5042828168
930	0.5042813166
931	0.5042807773
932	0.5042806789
933	0.5042797528
934	0.5042795438
935	0.5042535279
936	0.504253435
937	0.5042519148
938	0.5042434962
939	0.5042423785
940	0.5042415402
941	0.5042415061
942	0.5042413552
943	0.5042410745
944	0.504239891
945	0.5042304585
946	0.5042267428
947	0.5042262711
948	0.5042228123
949	0.5042196379
950	0.5042187509
951	0.504218289
952	0.5042181069
953	0.5042179278
954	0.5042110112
955	0.5042106565
956	0.5042037601
957	0.5041989328
958	0.5041985302
959	0.5041973485
960	0.5041852951
961	0.5041800852
962	0.5041796794
963	0.5041786535
964	0.5041780371
965	0.5041771866
966	0.5041766206
967	0.5041676027
968	0.5041672242
969	0.5041656485
970	0.5041642281
971	0.5041629137
972	0.5041535955
973	0.5041527852
974	0.5041517416
975	0.5041500971
976	0.5041464814
977	0.504142361
978	0.5041307542
979	0.504129888
980	0.5041256949
981	0.5041213189
982	0.5041211736
983	0.5041200751
984	0.5041198123
985	0.5040890393
986	0.5040784481
987	0.5040783791
988	0.5040778518
989	0.5040771232
990	0.5040614642
991	0.5040611904
992	0.5040607164
993	0.5040585465
994	0.5040574123
995	0.5039943583
996	0.5039932582
997	0.5039926372
998	0.5039924836
999	0.5039922818
